WARNING: 2 open meshes merged
     Merged: MainWing
     Merged: HorzTail
...Mass Properties...
26 Num Comps
26 Total Num Meshes
59520 Total Num Tris

2.597653153196767e+03             Total Mass
9.378922609375275e+00 2.135307446674635e-03 -6.316986384256700e-01       Center of Gravity
3.758748869713051e+04 1.086185813258229e+05 1.267245473522419e+05       Ixx, Iyy, Izz
-3.896720937915323e+00 2.667743321282810e+03 2.699802864163755e+01       Ixy, Ixz, Iyz
4.182718188838870e+02             Volume

Name	Mass	cgX	cgY	cgZ	Ixx	Iyy	Izz	Ixy	Ixz	Iyz	Volume
5.463369270451123e+00	7.232094975398836e+02	2.891482862474910e+00	4.638608076283301e-04	6.040056455853130e-02	1.381277509022880e+03	1.818704458017414e+03	1.680165000859830e+03	-9.778890032982710e-01	-6.534634210359732e+01	2.903312969952797e+00	8.047366477734658e+01
5.764067771448738e+00	7.584756318790131e+02	3.025046764916268e+00	4.422931041067235e-04	2.875734954635489e-02	1.525447936801598e+03	2.183652345454313e+03	2.015669042814080e+03	-1.074838855297691e+00	-1.310940902012084e+02	3.014381906301340e+00	8.726998025773790e+01
6.064766272446355e+00	7.943347387098715e+02	3.162270558922060e+00	4.223296885656137e-04	-1.252839254230637e-03	1.673854608046851e+03	2.590897238985155e+03	2.390935313924015e+03	-1.167069170045713e+00	-2.002921693149944e+02	3.116758950220984e+00	9.427836733631500e+01
6.365464773443970e+00	8.309606705835463e+02	3.303456510595145e+00	4.037400429485146e-04	-3.054578066672909e-02	1.829104735750793e+03	3.046394041326864e+03	2.810537968921471e+03	-1.278187560257486e+00	-2.748349443676819e+02	3.226801625768179e+00	1.015610021667101e+02
6.666163274441586e+00	8.773209728979733e+02	3.481152139655218e+00	3.824066353374410e-04	-9.658908599314157e-02	2.447102950089082e+03	3.763756153057143e+03	3.705982330511879e+03	-1.414384862887176e+00	-4.593893464309236e+02	3.361490415210202e+00	1.125657230766248e+02
6.966861775439201e+00	9.487746484145546e+02	3.743666284269580e+00	3.536081801839497e-04	-2.487599349062526e-01	4.347679027808093e+03	5.086125664676973e+03	5.892462651159346e+03	-1.586831500951468e+00	-9.247526711533696e+02	3.568136481709113e+00	1.236496252263433e+02
7.267560276436817e+00	1.025560219416657e+03	4.007506678247977e+00	3.273990504876441e-04	-3.963167510901915e-01	7.056635105728436e+03	6.507510675544326e+03	8.947164671535054e+03	-1.774207162300908e+00	-1.418105490427674e+03	3.773810707357201e+00	1.357899357878003e+02
7.568258777434433e+00	1.107752979049136e+03	4.271706411342322e+00	4.033265951813734e-04	-5.169335984386160e-01	1.018271143543565e+04	8.060020162962015e+03	1.245341916065994e+04	-1.607891310537503e+00	-1.858585177192528e+03	4.491410423898815e+00	1.488786621298169e+02
7.868957278432050e+00	1.194717292595273e+03	4.533552836641915e+00	5.509292973109387e-04	-6.080649761984728e-01	1.357980582947844e+04	9.757068604461834e+03	1.624358698074488e+04	-1.145475808431191e+00	-2.221746892163890e+03	5.710927366774007e+00	1.627463022712433e+02
8.169655779429664e+00	1.281739146858710e+03	4.780420868370233e+00	6.750650595456462e-04	-6.847899868864014e-01	1.696071448935924e+04	1.147262853385173e+04	2.005706051528184e+04	-7.327588863593946e-01	-2.555066196769728e+03	6.942779483639816e+00	1.766030912887159e+02
8.470354280427280e+00	1.377421091075324e+03	5.036740453704759e+00	1.417305866060606e-03	-7.225006730195562e-01	2.052167000721643e+04	1.345978812120553e+04	2.405900466183748e+04	2.642848811978785e+00	-2.733439993468263e+03	1.160107853721616e+01	1.909455321026315e+02
8.771052781424896e+00	1.479847137799429e+03	5.295206912294686e+00	2.215862872124911e-03	-7.391380698431235e-01	2.402838964714769e+04	1.559784599609904e+04	2.809048378530951e+04	6.628540373891753e+00	-2.819036979789949e+03	1.734780197661895e+01	2.056741969575062e+02
9.071751282422511e+00	1.580333560043272e+03	5.535340667467796e+00	2.851139783126057e-03	-7.499066313713540e-01	2.730929691744144e+04	1.773225736530279e+04	3.192484055335635e+04	1.005367477677872e+01	-2.879239336098666e+03	2.271103869045949e+01	2.200158945694834e+02
9.372449783420127e+00	1.660291790226768e+03	5.720132555097726e+00	2.839319112323467e-03	-7.921622206311695e-01	2.989862811736713e+04	1.940627507421580e+04	3.508429006116688e+04	9.873786613556996e+00	-3.135490724693083e+03	2.407837600311755e+01	2.324773472374832e+02
9.673148284417742e+00	1.738139187045042e+03	5.897179356874529e+00	2.833179181927708e-03	-8.247468675940782e-01	3.220200746641144e+04	2.110624387541100e+04	3.801460631635886e+04	9.734587639111506e+00	-3.349364155705106e+03	2.541143508306426e+01	2.445017026039021e+02
9.973846785415358e+00	1.810193686930324e+03	6.059450518730278e+00	2.781813903526185e-03	-8.582430653680354e-01	3.402627820605969e+04	2.269512236453459e+04	4.055236020639545e+04	9.288078643904868e+00	-3.586723931748304e+03	2.627057063877243e+01	2.554988811505384e+02
1.027454528641297e+01	1.858068878608213e+03	6.168057079157924e+00	2.708713161139505e-03	-8.708785989775537e-01	3.495214338636741e+04	2.369530908028453e+04	4.213720843471997e+04	8.664030073951896e+00	-3.683145814837378e+03	2.643516181793151e+01	2.651818260140532e+02
1.057524378741059e+01	1.902591103753133e+03	6.271188938911430e+00	2.645394746667385e-03	-8.783461248462502e-01	3.551364763388405e+04	2.468304765883779e+04	4.340171546382474e+04	8.071265358419902e+00	-3.744307977706580e+03	2.658938768527982e+01	2.742161878942715e+02
